dt-timestamp(s),dt-s1,dt-s2,dt-s3,dt-s4,dt-s5,dt-s6,pt-timestamp(s),pt-s1,pt-s2,pt-s3,pt-s4,pt-s5,pt-s6,operation
880.0,90.0,90.0,180.0,172.0,90.0,10.0,1150,90.0,90.0,180.0,172.0,90,10.0,Match
890.0,90.0,90.0,180.0,172.0,90.0,10.0,1160,90.0,90.0,180.0,172.0,90,10.0,Match
900.0,90.0,90.0,180.0,172.0,90.0,10.0,1170,90.0,90.0,180.0,172.0,90,10.0,Match
910.0,90.0,90.0,180.0,172.0,90.0,10.0,1180,90.0,90.0,180.0,172.0,90,10.0,Match
920.0,90.0,90.0,180.0,172.0,90.0,10.0,1190,90.0,90.0,180.0,172.0,90,10.0,Match
930.0,90.0,90.0,180.0,172.0,90.0,10.0,1200,90.0,90.0,180.0,172.0,90,10.0,Match
940.0,90.0,90.0,180.0,172.0,90.0,10.0,1210,90.0,90.0,180.0,172.0,90,10.0,Match
950.0,90.0,90.0,180.0,172.0,90.0,10.0,1220,90.0,90.0,180.0,172.0,90,10.0,Match
960.0,90.0,90.0,180.0,172.0,90.0,10.0,1230,90.0,90.0,180.0,172.0,90,10.0,Match
970.0,90.0,90.0,180.0,172.0,90.0,10.0,1240,90.0,90.0,180.0,172.0,90,10.0,Match
980.0,90.0,90.0,180.0,172.0,90.0,10.0,1250,90.0,90.0,180.0,172.0,90,10.0,Match
990.0,90.0,90.0,180.0,172.0,90.0,10.0,1260,90.0,90.0,180.0,172.0,90,10.0,Match
1000.0,90.0,90.0,180.0,172.0,90.0,10.0,1270,90.0,90.0,180.0,172.0,90,10.0,Match
1010.0,90.0,90.0,180.0,172.0,90.0,10.0,1280,90.0,90.0,180.0,172.0,90,10.0,Match
1020.0,90.0,90.0,180.0,172.0,90.0,10.0,1290,90.0,90.0,180.0,172.0,90,10.0,Match
1030.0,90.0,90.0,180.0,172.0,90.0,10.0,1300,90.0,90.0,180.0,172.0,90,10.0,Match
1040.0,90.0,90.0,180.0,172.0,90.0,10.0,1310,90.0,90.0,180.0,172.0,90,10.0,Match
1050.0,90.0,90.0,180.0,172.0,90.0,10.0,1320,90.0,90.0,180.0,172.0,90,10.0,Match
1060.0,90.0,90.0,180.0,172.0,90.0,10.0,1330,90.0,90.0,180.0,172.0,90,10.0,Match
1070.0,90.0,90.0,180.0,172.0,90.0,10.0,1340,90.0,90.0,180.0,172.0,90,10.0,Match
1080.0,90.0,90.0,180.0,172.0,90.0,10.0,1350,90.0,90.0,180.0,172.0,90,10.0,Match
1090.0,90.0,90.0,180.0,172.0,90.0,10.0,1360,90.0,90.0,180.0,172.0,90,10.0,Match
1100.0,90.0,90.0,180.0,172.0,90.0,10.0,1370,90.0,90.0,180.0,172.0,90,10.0,Match
1110.0,90.0,90.0,180.0,172.0,90.0,10.0,1380,90.0,90.0,180.0,172.0,90,10.0,Match
1120.0,90.0,90.0,180.0,172.0,90.0,10.0,1390,90.0,90.0,180.0,172.0,90,10.0,Match
1130.0,90.0,90.0,180.0,172.0,90.0,10.0,1400,90.0,90.0,180.0,172.0,90,10.0,Match
1140.0,90.0,90.0,180.0,172.0,90.0,10.0,1410,90.0,90.0,180.0,172.0,90,10.0,Match
1150.0,90.0,90.0,180.0,172.0,90.0,10.0,1420,90.0,90.0,180.0,172.0,90,10.0,Match
1160.0,90.0,90.0,180.0,172.0,90.0,10.0,1430,90.0,90.0,180.0,172.0,90,10.0,Match
1170.0,90.0,90.0,180.0,172.0,90.0,10.0,1440,90.0,90.0,180.0,172.0,90,10.0,Match
1180.0,90.0,90.0,180.0,172.0,90.0,10.0,1450,90.0,90.0,180.0,172.0,90,10.0,Match
1190.0,90.0,90.0,180.0,172.0,90.0,10.0,1460,90.0,90.0,180.0,172.0,90,10.0,Match
1200.0,90.0,90.0,180.0,172.0,90.0,10.0,1470,90.0,90.0,180.0,172.0,90,10.0,Match
1210.0,90.0,90.0,180.0,172.0,90.0,10.0,1480,90.0,90.0,180.0,172.0,90,10.0,Match
1220.0,90.0,90.0,180.0,172.0,90.0,10.0,1490,90.0,90.0,180.0,172.0,90,10.0,Match
1230.0,90.0,90.0,180.0,172.0,90.0,10.0,1500,90.0,90.0,180.0,172.0,90,10.0,Match
1240.0,90.0,90.0,180.0,172.0,90.0,10.0,1510,90.0,90.0,180.0,172.0,90,10.0,Match
1250.0,90.0,90.0,180.0,172.0,90.0,10.0,1520,90.0,90.0,180.0,172.0,90,10.0,Match
1260.0,90.0,90.0,180.0,172.0,90.0,10.0,1530,90.0,90.0,180.0,172.0,90,10.0,Match
1270.0,90.0,90.0,180.0,172.0,90.0,10.0,1540,90.0,90.0,180.0,172.0,90,10.0,Match
1280.0,90.0,90.0,180.0,172.0,90.0,10.0,1550,90.0,90.0,180.0,172.0,90,10.0,Match
1290.0,90.0,90.0,180.0,172.0,90.0,10.0,1560,90.0,90.0,180.0,172.0,90,10.0,Match
1300.0,90.0,90.0,180.0,172.0,90.0,10.0,1570,90.0,90.0,180.0,172.0,90,10.0,Match
1310.0,90.0,90.0,180.0,172.0,90.0,10.0,1580,90.0,90.0,180.0,172.0,90,10.0,Match
1320.0,90.0,90.0,180.0,172.0,90.0,10.0,1590,90.0,90.0,180.0,172.0,90,10.0,Match
1330.0,90.0,90.0,180.0,172.0,90.0,10.0,1600,90.0,90.0,180.0,172.0,90,10.0,Match
1340.0,90.0,90.0,180.0,172.0,90.0,10.0,1610,90.0,90.0,180.0,172.0,90,10.0,Match
1350.0,90.0,90.0,180.0,172.0,90.0,10.0,1620,90.0,90.0,180.0,172.0,90,10.0,Match
1360.0,90.0,90.0,180.0,172.0,90.0,10.0,1630,90.0,90.0,180.0,172.0,90,10.0,Match
1370.0,90.0,90.0,180.0,172.0,90.0,10.0,1640,90.0,90.0,180.0,172.0,90,10.0,Match
1380.0,90.0,90.0,180.0,172.0,90.0,10.0,1650,90.0,90.0,180.0,172.0,90,10.0,Match
1390.0,90.0,90.0,180.0,172.0,90.0,10.0,1660,90.0,90.0,180.0,172.0,90,10.0,Match
1400.0,90.0,90.0,180.0,172.0,90.0,10.0,1670,90.0,90.0,180.0,172.0,90,10.0,Match
1410.0,90.0,90.0,180.0,172.0,90.0,10.0,1680,90.0,90.0,180.0,172.0,90,10.0,Match
1420.0,90.0,90.0,180.0,172.0,90.0,10.0,1690,90.0,90.0,180.0,172.0,90,10.0,Match
1430.0,90.0,90.0,180.0,172.0,90.0,10.0,1700,90.0,90.0,180.0,172.0,90,10.0,Match
1440.0,90.0,90.0,180.0,172.0,90.0,10.0,1710,90.0,90.0,180.0,172.0,90,10.0,Match
1450.0,90.0,90.0,180.0,172.0,90.0,10.0,1720,90.0,90.0,180.0,172.0,90,10.0,Match
1460.0,90.0,90.0,180.0,172.0,90.0,10.0,1730,90.0,90.0,180.0,172.0,90,10.0,Match
1470.0,90.0,90.0,180.0,172.0,90.0,10.0,1740,90.0,90.0,180.0,172.0,90,10.0,Match
1480.0,90.0,90.0,180.0,172.0,90.0,10.0,1750,90.0,90.0,180.0,172.0,90,10.0,Match
1490.0,90.0,90.0,180.0,172.0,90.0,10.0,1760,90.0,90.0,180.0,172.0,90,10.0,Match
1500.0,90.0,90.0,180.0,172.0,90.0,10.0,1770,90.0,90.0,180.0,172.0,90,10.0,Match
1510.0,90.0,90.0,180.0,172.0,90.0,10.0,1780,90.0,90.0,180.0,172.0,90,10.0,Match
1520.0,90.0,90.0,180.0,172.0,90.0,10.0,1790,90.0,90.0,180.0,172.0,90,10.0,Match
1530.0,90.0,90.0,180.0,172.0,90.0,10.0,1800,90.0,90.0,180.0,172.0,90,10.0,Match
1540.0,90.0,90.0,180.0,172.0,90.0,10.0,1810,90.0,90.0,180.0,172.0,90,10.0,Match
1550.0,90.0,90.0,180.0,172.0,90.0,10.0,1820,90.0,90.0,180.0,172.0,90,10.0,Match
1560.0,90.0,90.0,180.0,172.0,90.0,10.0,1830,90.0,90.0,180.0,172.0,90,10.0,Match
1570.0,90.0,90.0,180.0,172.0,90.0,10.0,1840,90.0,90.0,180.0,172.0,90,10.0,Match
1580.0,90.0,90.0,180.0,172.0,90.0,10.0,1850,90.0,90.0,180.0,172.0,90,10.0,Match
1590.0,90.0,90.0,180.0,172.0,90.0,10.0,1860,90.0,90.0,180.0,172.0,90,10.0,Match
1600.0,90.0,90.0,180.0,172.0,90.0,10.0,1870,90.0,90.0,180.0,172.0,90,10.0,Match
1610.0,90.0,90.0,180.0,172.0,90.0,10.0,1880,90.0,90.0,180.0,172.0,90,10.0,Match
1620.0,90.0,90.0,180.0,172.0,90.0,10.0,1890,90.0,90.0,180.0,172.0,90,10.0,Match
1630.0,90.0,90.0,180.0,172.0,90.0,10.0,1900,90.0,90.0,180.0,172.0,90,10.0,Match
1640.0,90.0,90.0,180.0,172.0,90.0,10.0,1910,90.0,90.0,180.0,172.0,90,10.0,Match
1650.0,90.0,90.0,180.0,172.0,90.0,10.0,1920,90.0,90.0,180.0,172.0,90,10.0,Match
1660.0,90.0,90.0,180.0,172.0,90.0,10.0,1930,90.0,90.0,180.0,172.0,90,10.0,Match
1670.0,90.0,90.0,180.0,172.0,90.0,10.0,1940,90.0,90.0,180.0,172.0,90,10.0,Match
1680.0,90.0,90.0,180.0,172.0,90.0,10.0,1950,90.0,90.0,180.0,172.0,90,10.0,Match
1690.0,90.0,90.0,180.0,172.0,90.0,10.0,1960,90.0,90.0,180.0,172.0,90,10.0,Match
1700.0,90.0,90.0,180.0,172.0,90.0,10.0,1970,90.0,90.0,180.0,172.0,90,10.0,Match
1710.0,90.0,90.0,180.0,172.0,90.0,10.0,1980,90.0,90.0,180.0,172.0,90,10.0,Match
1720.0,90.0,90.0,180.0,172.0,90.0,10.0,1990,90.0,90.0,180.0,172.0,90,10.0,Match
1730.0,90.0,90.0,180.0,172.0,90.0,10.0,2000,90.0,90.0,180.0,172.0,90,10.0,Match
1740.0,90.0,90.0,180.0,172.0,90.0,10.0,2010,90.0,90.0,180.0,172.0,90,10.0,Match
1750.0,90.0,90.0,180.0,172.0,90.0,10.0,2020,90.0,90.0,180.0,172.0,90,10.0,Match
1760.0,90.0,90.0,180.0,172.0,90.0,10.0,2030,90.0,90.0,180.0,172.0,90,10.0,Match
1770.0,90.0,90.0,180.0,172.0,90.0,10.0,2040,90.0,90.0,180.0,172.0,90,10.0,Match
1780.0,90.0,90.0,180.0,172.0,90.0,10.0,2050,90.0,90.0,180.0,172.0,90,10.0,Match
1790.0,90.0,90.0,180.0,172.0,90.0,10.0,2060,90.0,90.0,180.0,172.0,90,10.0,Match
1800.0,90.0,90.0,180.0,172.0,90.0,10.0,2070,90.0,90.0,180.0,172.0,90,10.0,Match
1810.0,90.0,90.0,180.0,172.0,90.0,10.0,2080,90.0,90.0,180.0,172.0,90,10.0,Match
1820.0,90.0,90.0,180.0,172.0,90.0,10.0,2090,90.0,90.0,180.0,172.0,90,10.0,Match
1830.0,90.0,90.0,180.0,172.0,90.0,10.0,2100,90.0,90.0,180.0,172.0,90,10.0,Match
1840.0,90.0,90.0,180.0,172.0,90.0,10.0,2110,90.0,90.0,180.0,172.0,90,10.0,Match
1850.0,90.0,90.0,180.0,172.0,90.0,10.0,2120,90.0,90.0,180.0,172.0,90,10.0,Match
1860.0,90.0,90.0,180.0,172.0,90.0,10.0,2130,90.0,90.0,180.0,172.0,90,10.0,Match
1870.0,90.0,90.0,180.0,172.0,90.0,10.0,2140,90.0,90.0,180.0,172.0,90,10.0,Match
1880.0,90.0,90.0,180.0,172.0,90.0,10.0,2150,90.0,90.0,180.0,172.0,90,10.0,Match
1890.0,90.0,90.0,180.0,172.0,90.0,10.0,2160,90.0,90.0,180.0,172.0,90,10.0,Match
1900.0,90.0,90.0,180.0,172.0,90.0,10.0,2170,90.0,90.0,180.0,172.0,90,10.0,Match
1910.0,90.0,90.0,180.0,172.0,90.0,10.0,2180,90.0,90.0,180.0,172.0,90,10.0,Match
1920.0,90.0,90.0,180.0,172.0,90.0,10.0,2190,90.0,90.0,180.0,172.0,90,10.0,Match
1930.0,90.0,90.0,180.0,172.0,90.0,10.0,2200,90.0,90.0,180.0,172.0,90,10.0,Match
1940.0,90.0,90.0,180.0,172.0,90.0,10.0,2210,90.0,90.0,180.0,172.0,90,10.0,Match
1950.0,90.0,90.0,180.0,172.0,90.0,10.0,2220,90.0,90.0,180.0,172.0,90,10.0,Match
1960.0,90.0,90.0,180.0,172.0,90.0,10.0,2230,90.0,90.0,180.0,172.0,90,10.0,Match
1970.0,90.0,90.0,180.0,172.0,90.0,10.0,2240,90.0,90.0,180.0,172.0,90,10.0,Match
1980.0,90.0,90.0,180.0,172.0,90.0,10.0,2250,90.0,90.0,180.0,172.0,90,10.0,Match
1990.0,90.0,90.0,180.0,172.0,90.0,10.0,2260,90.0,90.0,180.0,172.0,90,10.0,Match
2000.0,90.0,90.0,180.0,172.0,90.0,10.0,2270,90.0,90.0,180.0,172.0,90,10.0,Match
2010.0,90.0,90.0,180.0,172.0,90.0,10.0,2280,90.0,90.0,180.0,172.0,90,10.0,Match
2020.0,90.0,90.0,180.0,172.0,90.0,10.0,2290,90.0,90.0,180.0,172.0,90,10.0,Match
2030.0,90.0,90.0,180.0,172.0,90.0,10.0,2300,90.0,90.0,180.0,172.0,90,10.0,Match
2040.0,90.0,90.0,180.0,172.0,90.0,10.0,2310,90.0,90.0,180.0,172.0,90,10.0,Match
2050.0,90.0,90.0,180.0,172.0,90.0,10.0,2320,90.0,90.0,180.0,172.0,90,10.0,Match
2060.0,90.0,90.0,180.0,172.0,90.0,10.0,2330,90.0,90.0,180.0,172.0,90,10.0,Match
2070.0,90.0,90.0,180.0,172.0,90.0,10.0,2340,90.0,90.0,180.0,172.0,90,10.0,Match
2080.0,90.0,90.0,180.0,172.0,90.0,10.0,2350,90.0,90.0,180.0,172.0,90,10.0,Match
2090.0,90.0,90.0,180.0,172.0,90.0,10.0,2360,90.0,90.0,180.0,172.0,90,10.0,Match
2100.0,90.0,90.0,180.0,172.0,90.0,10.0,2370,90.0,90.0,180.0,172.0,90,10.0,Match
